JAQKAW010000005.1,NZ_QWIU01000002.1,88.372,43,5,0,8955,8997,1294796,1294838,0.024,56.3
JAQKAW010000005.1,NZ_CACVBY010000110.1,66.567,1669,525,13,9274,10918,3314,1655,4.00E-126,466
JAQKAW010000005.1,NZ_CACVBY010000110.1,88.372,43,5,0,8955,8997,3636,3594,0.024,56.3
JAQKAW010000005.1,NZ_JAENHK010000010.1,66.098,1584,506,13,9276,10836,1750021,1751596,1.15E-107,406
JAQKAW010000005.1,NZ_JAENHK010000010.1,69.427,314,89,5,10612,10920,91485,91174,2.37E-21,118
JAQKAW010000005.1,NZ_JAENHK010000010.1,66.045,268,86,3,10604,10867,1351162,1350896,4.59E-05,65.3
JAQKAW010000005.1,NZ_CP060203.1,66.105,1661,525,21,9284,10922,429017,430661,1.70E-105,398
JAQKAW010000005.1,NZ_CP060203.1,65.569,1609,515,20,9356,10935,354210,352612,7.74E-91,350
JAQKAW010000005.1,NZ_CP060203.1,65.562,1600,511,20,9345,10915,267665,269253,2.70E-90,348
JAQKAW010000005.1,NZ_CP060203.1,67.857,476,142,8,6616,7087,427076,427544,5.96E-29,143
JAQKAW010000005.1,NZ_CP060203.1,71.074,242,67,1,6794,7035,355757,355519,6.80E-22,120
JAQKAW010000005.1,NZ_CP060203.1,72.917,96,26,0,13016,13111,2541865,2541960,0.007,57.2
JAQKAW010000005.1,NZ_JADGIK010000013.1,66.868,1488,459,22,9357,10830,5762,7229,7.24E-104,393
JAQKAW010000005.1,NZ_FPAP01000003.1,65.633,1644,520,18,9287,10906,746109,747731,1.59E-99,378
JAQKAW010000005.1,NZ_FPAP01000003.1,70.833,120,35,0,10764,10883,568630,568749,0.002,59.9
JAQKAW010000005.1,NZ_CP115857.1,66.667,1470,455,23,9458,10908,1896657,1895204,2.37E-97,370
JAQKAW010000005.1,NZ_CP115857.1,69.688,353,107,0,11573,11925,2560459,2560811,3.30E-32,155
JAQKAW010000005.1,NZ_CP115857.1,68.121,298,93,2,10613,10909,2769969,2770265,1.83E-16,103
JAQKAW010000005.1,NZ_CP115857.1,68.512,289,80,5,6803,7087,1899930,1899649,2.22E-15,99.6
JAQKAW010000005.1,NZ_CP115857.1,68.599,207,63,2,10613,10818,3477270,3477065,8.86E-08,74.3
JAQKAW010000005.1,NZ_CP115857.1,66.415,265,77,6,10617,10872,4383481,4383220,5.59E-04,61.7
JAQKAW010000005.1,NZ_VUNZ01000001.1,64.685,2203,705,37,8744,10905,1375738,1377908,1.01E-95,365
JAQKAW010000005.1,NZ_VUNZ01000001.1,75,96,22,2,10613,10707,2062735,2062641,0.002,59
JAQKAW010000005.1,NZ_CP034173.1,65.579,1685,530,25,9270,10922,1055635,1057301,5.21E-93,357
JAQKAW010000005.1,NZ_CP034173.1,71.672,293,76,4,6800,7087,1054265,1054555,5.96E-29,143
JAQKAW010000005.1,NZ_CP034173.1,69.419,327,95,3,10613,10935,1138608,1138283,3.76E-25,131
JAQKAW010000005.1,NZ_CP034173.1,66.247,477,155,4,11573,12046,6400,6873,1.95E-22,123
JAQKAW010000005.1,NZ_CP034173.1,67.136,213,64,2,12668,12877,7495,7704,1.31E-05,66.2
JAQKAW010000005.1,NZ_KB894232.1,64.91,1670,529,17,9276,10909,13534,11886,9.42E-90,345
JAQKAW010000005.1,NZ_KB894232.1,74.576,236,57,1,6794,7026,17276,17041,3.30E-32,154
JAQKAW010000005.1,NZ_FPKW01000005.1,65.403,1688,524,30,9287,10941,94767,96427,2.08E-85,331
JAQKAW010000005.1,NZ_FPKW01000005.1,67.433,261,65,9,8756,9009,94239,94486,1.31E-05,66.2
JAQKAW010000005.1,NZ_RJTU01000023.1,65.195,1563,503,18,9278,10812,6237,7786,1.08E-82,323
JAQKAW010000005.1,NZ_QYCZ01000001.1,64.891,1652,538,19,9272,10908,1684764,1686388,4.57E-81,317
JAQKAW010000005.1,NZ_QYCZ01000001.1,72.65,117,32,0,10613,10729,1362727,1362611,3.77E-06,68
JAQKAW010000005.1,NZ_CP022986.1,64.827,1649,532,21,9287,10905,1121742,1123372,2.37E-78,308
JAQKAW010000005.1,NZ_CP022986.1,66.071,336,114,0,11573,11908,2540182,2540517,9.46E-14,93.3
JAQKAW010000005.1,NZ_CP022986.1,94.444,36,2,0,8960,8995,1121412,1121447,0.007,57.2
JAQKAW010000005.1,NZ_JAUFQR010000001.1,65.376,1421,447,18,9518,10908,1183854,1185259,2.89E-77,305
JAQKAW010000005.1,NZ_JAUFQR010000001.1,68.75,336,105,0,11573,11908,161350,161015,1.08E-25,133
JAQKAW010000005.1,NZ_JAUFQR010000001.1,71.512,172,46,1,6798,6966,1182237,1182408,4.02E-12,88.7
JAQKAW010000005.1,NZ_JAUFQR010000001.1,73.118,93,25,0,10745,10837,586812,586904,0.024,56.3
JAQKAW010000005.1,NZ_MAHX01000004.1,65.129,1474,477,18,9458,10905,1731,3193,5.22E-74,294
JAQKAW010000005.1,NZ_MAHX01000004.1,84.314,51,8,0,8960,9010,1230,1280,0.007,57.2
JAQKAW010000005.1,NZ_JAERSE020000004.1,64.694,1538,498,17,9399,10909,128904,127385,6.36E-73,290
JAQKAW010000005.1,NZ_QKZV01000021.1,67.248,1032,305,19,9931,10942,1828,810,9.43E-71,282
JAQKAW010000005.1,NZ_JAESDL010000047.1,67.248,1032,305,19,9931,10942,3821,2803,9.43E-71,282
JAQKAW010000005.1,NZ_JAESDL010000047.1,88.372,43,5,0,8956,8998,4805,4763,0.024,56.3
JAQKAW010000005.1,NZ_JAESDL010000019.1,64.346,1666,542,22,9276,10915,7882,9521,1.40E-68,275
JAQKAW010000005.1,NZ_FOQT01000004.1,72.669,472,121,4,11572,12039,360004,359537,1.08E-63,260
JAQKAW010000005.1,NZ_FOQT01000004.1,71.429,161,46,0,12749,12909,358809,358649,4.90E-11,84.2
JAQKAW010000005.1,NZ_FTOI01000004.1,78.571,308,66,0,11573,11880,138551,138858,1.08E-63,259
JAQKAW010000005.1,NZ_FTOI01000004.1,80.247,81,16,0,12836,12916,139832,139912,2.54E-08,75.2
JAQKAW010000005.1,NZ_FTOI01000004.1,74.775,111,26,2,13421,13530,140423,140532,3.77E-06,68
JAQKAW010000005.1,NZ_BMLV01000002.1,72.5,480,122,6,11573,12047,730756,730282,4.58E-62,253
JAQKAW010000005.1,NZ_CP023049.2,64.483,1557,488,28,9410,10925,3601182,3602714,1.95E-60,248
JAQKAW010000005.1,NZ_CP023049.2,64.208,1478,486,19,9458,10906,4490249,4488786,4.29E-56,234
JAQKAW010000005.1,NZ_CP023049.2,68.976,332,103,0,11573,11904,3535089,3534758,3.09E-26,135
JAQKAW010000005.1,NZ_CP023049.2,72.581,248,64,4,10612,10857,2572603,2572848,4.58E-24,127
JAQKAW010000005.1,NZ_CP023049.2,67.949,312,98,2,11574,11884,1996872,1996562,1.50E-17,105
JAQKAW010000005.1,NZ_CP023049.2,67.785,298,89,3,6792,7087,4491888,4491596,2.22E-15,98.7
JAQKAW010000005.1,NZ_CP023049.2,66.667,225,75,0,12692,12916,3533865,3533641,3.77E-06,68.9
JAQKAW010000005.1,NZ_CP023049.2,69.136,162,50,0,12749,12910,1995607,1995446,3.77E-06,68
JAQKAW010000005.1,NZ_CP023049.2,74.074,108,26,2,10613,10719,3791965,3791859,1.60E-04,62.6
JAQKAW010000005.1,NZ_CP023049.2,72.222,108,30,0,10612,10719,1757334,1757441,5.59E-04,60.8
JAQKAW010000005.1,NZ_CP023049.2,85.714,49,7,0,10633,10681,3487226,3487178,0.007,58.1
JAQKAW010000005.1,NZ_UIGS01000002.1,64.62,1433,464,21,9458,10861,1965900,1964482,8.27E-59,243
JAQKAW010000005.1,NZ_UIGS01000002.1,64.728,1324,432,17,9518,10816,3652908,3651595,3.52E-57,238
JAQKAW010000005.1,NZ_UIGS01000002.1,70.118,338,101,0,11573,11910,2943242,2943579,3.30E-32,155
JAQKAW010000005.1,NZ_UIGS01000002.1,71.642,201,55,2,10613,10811,4114319,4114119,2.22E-15,99.6
JAQKAW010000005.1,NZ_UIGS01000002.1,74.737,95,24,0,10613,10707,2206485,2206391,4.59E-05,64.4
JAQKAW010000005.1,NZ_UIGS01000002.1,71.795,117,31,1,13414,13530,2945193,2945307,5.59E-04,60.8
JAQKAW010000005.1,NZ_UIGS01000002.1,72.034,118,31,2,10613,10729,2714881,2714997,0.007,58.1
JAQKAW010000005.1,NZ_RAPY01000004.1,63.981,1663,535,26,9281,10908,173170,171537,1.01E-57,240
JAQKAW010000005.1,NZ_RAPY01000004.1,66.803,735,231,12,10208,10937,542123,541397,6.80E-41,184
JAQKAW010000005.1,NZ_CP033924.1,63.876,1553,534,13,9378,10909,4724498,4722952,3.52E-57,238
JAQKAW010000005.1,NZ_CP033924.1,63.958,1526,505,20,9362,10857,5361306,5359796,7.75E-53,224
JAQKAW010000005.1,NZ_CP033924.1,67.463,335,103,2,11573,11904,897975,898306,1.23E-18,110
JAQKAW010000005.1,NZ_CP033924.1,69.5,200,61,0,10613,10812,1617868,1618067,1.40E-11,86.9
JAQKAW010000005.1,NZ_CP033924.1,68.657,201,63,0,10613,10813,2048470,2048270,2.08E-09,79.7
JAQKAW010000005.1,NZ_CP033924.1,72.269,119,29,3,10613,10729,627659,627775,0.007,57.2
JAQKAW010000005.1,NZ_JAJNAY010000001.1,74.797,369,79,5,11525,11883,463279,462915,3.52E-57,237
JAQKAW010000005.1,NZ_JAJNAY010000001.1,81.429,70,13,0,12836,12905,461950,461881,3.77E-06,68.9
JAQKAW010000005.1,NZ_JAJNAY010000001.1,73.95,119,27,3,10613,10729,714781,714665,1.31E-05,66.2
JAQKAW010000005.1,NZ_JAJNAY010000001.1,65.58,276,79,6,10617,10881,3140135,3140405,0.007,58.1
JAQKAW010000005.1,NZ_CP033920.1,65.381,1063,335,12,9759,10800,646741,647791,4.29E-56,234
JAQKAW010000005.1,NZ_CP033920.1,70.513,312,89,1,10613,10921,485741,486052,4.89E-30,147
JAQKAW010000005.1,NZ_CP033920.1,69.453,311,95,0,11573,11883,1712941,1712631,1.08E-25,133
JAQKAW010000005.1,NZ_CP033920.1,74.79,119,26,4,10613,10729,1986176,1986060,1.31E-05,66.2
JAQKAW010000005.1,NZ_CP034157.1,71.338,471,131,3,11573,12041,2217966,2218434,1.50E-55,232
JAQKAW010000005.1,NZ_CP034157.1,75.248,101,25,0,10612,10712,2671991,2671891,1.08E-06,70.7
JAQKAW010000005.1,NZ_CP034157.1,74,100,26,0,10612,10711,2616764,2616665,4.59E-05,64.4
JAQKAW010000005.1,NZ_JADPVI010000002.1,74.167,360,90,1,11566,11925,639063,638707,1.82E-54,229
JAQKAW010000005.1,NZ_LR134503.1,70.697,488,130,5,11566,12048,2434375,2434854,2.22E-53,225
JAQKAW010000005.1,NZ_CAESCJ010000004.1,67.341,741,231,7,10182,10915,53768,53032,2.22E-53,224
JAQKAW010000005.1,NZ_CAESCJ010000004.1,92.105,38,3,0,8960,8997,55008,54971,0.024,56.3
JAQKAW010000005.1,NZ_CAESCJ010000004.1,68.421,152,47,1,9889,10039,54077,53926,0.024,55.4
JAQKAW010000005.1,NZ_JAMQGQ010000005.1,75.38,329,77,2,11559,11887,2953,3277,7.75E-53,224
JAQKAW010000005.1,NZ_JAMQGQ010000005.1,70.244,205,55,3,12710,12911,4109,4310,4.02E-12,87.8
JAQKAW010000005.1,NZ_JAOVZV010000024.1,75.949,316,74,2,11573,11887,19773,19459,2.70E-52,221
JAQKAW010000005.1,NZ_QNUG01000011.1,73.938,353,86,2,11573,11922,17791,18140,9.44E-52,219
JAQKAW010000005.1,NZ_QNUG01000011.1,81.111,90,15,2,12266,12354,18502,18590,2.08E-09,79.7
JAQKAW010000005.1,NZ_CP071953.1,70.362,469,135,2,11573,12039,2157062,2157528,4.01E-50,214
JAQKAW010000005.1,NZ_CP099966.1,65.324,1142,341,25,9731,10837,4661735,4660614,1.40E-49,212
JAQKAW010000005.1,NZ_CP099966.1,70.769,325,91,2,11573,11895,3183178,3183500,1.15E-31,153
JAQKAW010000005.1,NZ_CP099966.1,69.536,302,75,6,6792,7086,4663647,4663356,2.37E-21,119
JAQKAW010000005.1,NZ_CP099966.1,68.116,207,66,0,12710,12916,3184420,3184626,7.27E-09,77
JAQKAW010000005.1,NZ_CP099966.1,79.104,67,14,0,10633,10699,3229791,3229857,0.002,59
JAQKAW010000005.1,NZ_CP033929.1,71.899,395,99,3,11525,11910,79348,79739,4.89E-49,210
JAQKAW010000005.1,NZ_CP033929.1,68.065,310,96,3,10612,10920,2146225,2146532,1.83E-16,103
JAQKAW010000005.1,NZ_CP033929.1,67.727,220,65,3,12693,12909,80528,80744,1.08E-06,69.8
JAQKAW010000005.1,NZ_FSRQ01000002.1,73.669,338,89,0,11573,11910,104267,104604,1.71E-48,209
JAQKAW010000005.1,NZ_JAOVZW010000001.1,74.233,326,80,2,11559,11884,603167,602846,2.08E-47,205
JAQKAW010000005.1,NZ_JAOVZW010000001.1,68.475,295,91,2,10613,10906,485738,486031,1.50E-17,106
JAQKAW010000005.1,NZ_JAOVZW010000001.1,78.947,76,16,0,12836,12911,601882,601807,1.31E-05,66.2
JAQKAW010000005.1,NZ_CAESCJ010000006.1,73.451,339,89,1,11572,11910,26347,26684,7.26E-47,203
JAQKAW010000005.1,NZ_CAESCJ010000006.1,80.263,76,15,0,12836,12911,27619,27694,1.08E-06,70.7
JAQKAW010000005.1,NZ_JALDNB010000004.1,74.684,316,78,2,11573,11887,111977,112291,7.26E-47,203
JAQKAW010000005.1,NZ_JALDNB010000004.1,69.027,226,68,2,10613,10837,263990,263766,1.40E-11,86
JAQKAW010000005.1,NZ_LR134441.1,74.277,311,80,0,11573,11883,2576169,2576479,2.53E-46,201
JAQKAW010000005.1,NZ_LR134441.1,68.944,161,50,0,12749,12909,2577408,2577568,1.31E-05,66.2
JAQKAW010000005.1,NZ_FPAP01000007.1,73.846,325,81,2,11559,11883,18788,18468,3.09E-45,198
JAQKAW010000005.1,NZ_FTNY01000003.1,68.103,580,177,5,10225,10800,47119,47694,3.09E-45,197
JAQKAW010000005.1,NZ_FTNY01000003.1,66.234,308,101,1,10613,10917,28460,28767,1.40E-11,86
JAQKAW010000005.1,NZ_QNVS01000009.1,71.139,395,102,3,11525,11910,78912,78521,1.08E-44,196
JAQKAW010000005.1,NZ_QNVS01000009.1,80.263,76,15,0,12836,12911,77586,77511,1.08E-06,70.7
JAQKAW010000005.1,NZ_CP063145.1,63.852,1350,447,17,9516,10837,2118409,2117073,1.08E-44,196
JAQKAW010000005.1,NZ_CP063145.1,66.406,640,210,3,10280,10915,1967790,1967152,1.01E-38,177
JAQKAW010000005.1,NZ_CP034159.1,72.781,338,92,0,11573,11910,2468425,2468762,1.08E-44,196
JAQKAW010000005.1,NZ_CP034159.1,70.833,168,49,0,12749,12916,2469670,2469837,1.71E-10,83.3
JAQKAW010000005.1,NZ_CP076130.1,71.429,399,111,3,10508,10905,75845,75449,1.08E-44,196
JAQKAW010000005.1,NZ_CP076130.1,74.757,103,24,2,10613,10714,104866,104765,1.60E-04,62.6
JAQKAW010000005.1,NZ_CACVBY010000002.1,72.7,337,92,0,11572,11908,6131,6467,3.76E-44,194
JAQKAW010000005.1,NZ_CACVBY010000002.1,70.175,228,65,3,12690,12916,7352,7577,2.71E-14,95.1
JAQKAW010000005.1,NZ_CACVBY010000002.1,65.289,363,112,8,13016,13371,7677,8032,4.59E-05,64.4
JAQKAW010000005.1,NZ_CACVBR010000010.1,72.7,337,92,0,11572,11908,89987,90323,3.76E-44,194
JAQKAW010000005.1,NZ_JABSNO010000001.1,72.434,341,94,0,11573,11913,94521,94861,1.31E-43,192
JAQKAW010000005.1,NZ_FNBH01000001.1,72.674,344,90,2,11573,11914,362219,362560,1.31E-43,192
JAQKAW010000005.1,NZ_JAJTNP010000002.1,73.633,311,82,0,11573,11883,91673,91983,1.31E-43,192
JAQKAW010000005.1,NZ_JAJTNP010000002.1,67.539,191,60,2,12713,12902,92834,93023,0.002,59
JAQKAW010000005.1,NZ_JAOTEM010000002.1,72.485,338,93,0,11573,11910,113690,114027,4.58E-43,191
JAQKAW010000005.1,NZ_FSRK01000002.1,69.038,478,144,2,11573,12048,779435,778960,4.58E-43,190
JAQKAW010000005.1,NZ_VAJL01000001.1,71.244,386,99,4,11535,11911,2569327,2568945,1.60E-42,189
JAQKAW010000005.1,NZ_VAJL01000001.1,78.947,76,16,0,12836,12911,2568008,2567933,1.31E-05,66.2
JAQKAW010000005.1,NZ_VAJL01000001.1,73.394,109,25,3,10613,10719,2798718,2798612,0.007,57.2
JAQKAW010000005.1,NZ_FUYZ01000003.1,69.351,447,137,0,11573,12019,311557,311111,1.60E-42,189
JAQKAW010000005.1,NZ_FUYZ01000003.1,68.675,249,74,2,12663,12909,310389,310143,9.46E-14,93.3
JAQKAW010000005.1,NZ_CP084528.1,71.751,354,100,0,11573,11926,1688573,1688220,1.60E-42,188
JAQKAW010000005.1,NZ_CP084528.1,67.123,219,64,4,12695,12909,1687382,1687168,5.59E-04,60.8
JAQKAW010000005.1,NZ_RAQH01000001.1,68.697,476,149,0,11573,12048,762590,762115,5.58E-42,187
JAQKAW010000005.1,NZ_PGFD01000002.1,71.955,353,95,2,11559,11911,837087,836739,1.95E-41,186
JAQKAW010000005.1,NZ_PGFD01000002.1,79.412,68,11,1,8957,9024,691362,691426,0.002,59
JAQKAW010000005.1,NZ_JAUFQB010000010.1,72.485,338,89,2,11573,11908,139560,139895,1.95E-41,186
JAQKAW010000005.1,NZ_JAUFQB010000010.1,67.822,202,63,2,12711,12911,140767,140967,4.59E-05,65.3
JAQKAW010000005.1,NZ_FRAV01000013.1,73.248,314,78,2,11573,11883,38889,39199,1.95E-41,185
JAQKAW010000005.1,NZ_FRAV01000013.1,70.968,217,63,0,12695,12911,40125,40341,4.29E-18,108
JAQKAW010000005.1,NZ_MVAG01000193.1,68.138,521,156,4,10394,10909,200999,201514,6.80E-41,183
JAQKAW010000005.1,NZ_CP067018.1,68.138,521,156,4,10394,10909,1382439,1381924,6.80E-41,183
JAQKAW010000005.1,NZ_CP067018.1,69.405,353,108,0,11573,11925,1809724,1809372,4.02E-31,150
JAQKAW010000005.1,NZ_CP067018.1,68.858,289,86,4,10613,10899,490148,489862,1.83E-16,102
JAQKAW010000005.1,NZ_CP067018.1,74.157,89,21,1,9272,9360,3353412,3353326,0.024,55.4
JAQKAW010000005.1,NZ_FOFI01000003.1,68.138,521,156,4,10394,10909,276245,276760,6.80E-41,183
JAQKAW010000005.1,NZ_FTOL01000002.1,68.138,521,156,4,10394,10909,378449,377934,6.80E-41,183
JAQKAW010000005.1,NZ_FTOL01000002.1,72.269,119,29,3,10613,10729,646686,646802,0.007,57.2
JAQKAW010000005.1,NZ_KB894217.1,71.186,354,102,0,11572,11925,247988,248341,8.28E-40,179
JAQKAW010000005.1,NZ_KB894217.1,76.829,82,19,0,12275,12356,248691,248772,1.60E-04,63.5
JAQKAW010000005.1,NZ_KB894217.1,77.632,76,17,0,12836,12911,249285,249360,5.59E-04,61.7
JAQKAW010000005.1,NZ_CP034161.1,67.946,521,157,4,10394,10909,2521011,2521526,2.89E-39,178
JAQKAW010000005.1,NZ_CP034161.1,70.674,341,100,0,11583,11923,38443,38783,1.82E-35,165
JAQKAW010000005.1,NZ_FTPU01000068.1,67.946,521,157,4,10394,10909,5101,5616,2.89E-39,178
JAQKAW010000005.1,NZ_VKOG01000001.1,71.105,353,102,0,11573,11925,532399,532047,2.89E-39,178
JAQKAW010000005.1,NZ_VKOG01000001.1,68.243,296,90,4,10613,10906,394313,394020,7.76E-15,96.9
JAQKAW010000005.1,NZ_VKOG01000001.1,67.752,307,94,5,10613,10916,741370,741674,1.15E-12,90.6
JAQKAW010000005.1,NZ_VKOG01000001.1,70.635,126,37,0,13016,13141,530848,530723,5.59E-04,61.7
JAQKAW010000005.1,NZ_RBXB01000003.1,71.681,339,90,2,11573,11908,896460,896125,1.01E-38,176
JAQKAW010000005.1,NZ_RBXB01000003.1,63.571,420,153,0,10393,10812,23148,23567,3.77E-06,68.9
JAQKAW010000005.1,NZ_JACYFS010000004.1,72.436,312,86,0,11572,11883,358276,358587,1.01E-38,176
JAQKAW010000005.1,NZ_JANZQH010000005.1,71.827,323,91,0,11573,11895,119880,120202,1.23E-37,173
JAQKAW010000005.1,NZ_JANZQH010000005.1,76.25,80,19,0,12836,12915,121245,121324,0.002,59.9
JAQKAW010000005.1,NZ_JAPDHW010000008.1,71.302,338,97,0,11573,11910,31106,31443,1.23E-37,173
JAQKAW010000005.1,NZ_QNUH01000016.1,70.822,353,103,0,11573,11925,46510,46158,1.23E-37,173
JAQKAW010000005.1,NZ_CP015199.1,70.822,353,103,0,11573,11925,2367607,2367255,1.23E-37,173
JAQKAW010000005.1,NZ_CP015199.1,76.543,81,19,0,12835,12915,2366231,2366151,5.59E-04,61.7
JAQKAW010000005.1,NZ_CP015199.1,71.681,113,28,2,13420,13530,2365637,2365527,0.024,55.4
JAQKAW010000005.1,NZ_FTOP01000030.1,70.048,414,106,7,10505,10909,4343,4747,1.23E-37,173
JAQKAW010000005.1,NZ_FTOP01000030.1,87.234,47,6,0,10274,10320,4112,4158,0.002,59
JAQKAW010000005.1,NZ_AUAA01000012.1,70.986,355,99,2,11573,11925,11530,11178,4.29E-37,171
JAQKAW010000005.1,NZ_JAERSE020000002.1,71.091,339,98,0,11573,11911,867699,867361,4.29E-37,170
JAQKAW010000005.1,NZ_JAERSE020000002.1,67.576,330,98,6,10612,10934,728579,728906,2.71E-14,95.1
JAQKAW010000005.1,NZ_CP094529.1,71.091,339,98,0,11573,11911,2889533,2889871,4.29E-37,170
JAQKAW010000005.1,NZ_JANUCO010000001.1,70.621,354,104,0,11573,11926,101790,102143,4.29E-37,170
JAQKAW010000005.1,NZ_JANUCO010000001.1,73.134,201,52,2,10613,10812,1018028,1017829,1.01E-19,113
JAQKAW010000005.1,NZ_JANUCO010000001.1,67.111,225,74,0,12692,12916,103026,103250,8.86E-08,73.4
JAQKAW010000005.1,NZ_MVAG01000105.1,71.131,336,97,0,11573,11908,90490,90155,1.50E-36,169
JAQKAW010000005.1,NZ_MVAG01000105.1,66.964,224,74,0,12692,12915,89269,89046,3.09E-07,71.6
JAQKAW010000005.1,NZ_AULL01000012.1,71.557,334,91,2,11573,11904,180465,180796,1.50E-36,169
JAQKAW010000005.1,NZ_FOIU01000002.1,71.131,336,97,0,11573,11908,931177,930842,1.50E-36,169
JAQKAW010000005.1,NZ_FOIU01000002.1,67.568,259,81,1,10612,10867,33451,33709,4.02E-12,87.8
JAQKAW010000005.1,NZ_FOIU01000002.1,66.531,245,82,0,12692,12936,929941,929697,8.86E-08,73.4
JAQKAW010000005.1,NZ_FOIU01000002.1,72.449,98,27,0,10613,10710,37386,37483,0.024,56.3
JAQKAW010000005.1,NZ_FRAV01000049.1,71.739,322,88,1,10613,10931,3998,3677,1.50E-36,169
JAQKAW010000005.1,NZ_JAVDQD010000002.1,72.973,296,76,2,10613,10906,1281014,1280721,1.50E-36,168
JAQKAW010000005.1,NZ_JAVDQD010000002.1,71.795,117,30,1,8940,9056,1282693,1282580,5.59E-04,61.7
JAQKAW010000005.1,NZ_JAVDQD010000002.1,72.897,107,27,2,10605,10710,205086,204981,0.024,56.3
JAQKAW010000005.1,NZ_LT594621.1,72.391,297,82,0,10613,10909,1590217,1590513,5.23E-36,167
JAQKAW010000005.1,NZ_LT594621.1,70.079,381,106,7,10526,10902,2704973,2705349,1.40E-30,150
JAQKAW010000005.1,NZ_LT594621.1,65.401,474,156,5,10440,10909,864862,865331,6.37E-16,101
JAQKAW010000005.1,NZ_LT594621.1,68.284,268,82,3,10643,10909,2757268,2757533,1.15E-12,90.6
JAQKAW010000005.1,NZ_FOVD01000007.1,70.423,355,102,1,11557,11908,117072,117426,1.82E-35,166
JAQKAW010000005.1,NZ_FOVD01000007.1,66.368,223,75,0,12693,12915,118310,118532,4.59E-05,65.3
JAQKAW010000005.1,NZ_CP033914.1,70.833,336,98,0,11573,11908,275577,275242,1.82E-35,165
JAQKAW010000005.1,NZ_CP033914.1,66.019,309,100,3,10612,10916,3785312,3785619,2.54E-08,76.1
JAQKAW010000005.1,NZ_FTPU01000004.1,70.674,341,100,0,11583,11923,22064,21724,1.82E-35,165
JAQKAW010000005.1,NZ_FTOJ01000001.1,71.565,313,89,0,11572,11884,438829,438517,6.37E-35,164
JAQKAW010000005.1,NZ_FTOJ01000001.1,69.853,272,78,4,10613,10882,822313,822582,4.29E-18,107
JAQKAW010000005.1,NZ_FQZN01000045.1,68.619,478,140,7,10436,10908,3856,3384,6.37E-35,164
JAQKAW010000005.1,NZ_LFND01000001.1,70.809,346,97,2,11559,11904,1098749,1098408,6.37E-35,164
JAQKAW010000005.1,NZ_JWTA01000010.1,70.538,353,100,2,11559,11911,98935,99283,6.37E-35,163
JAQKAW010000003.1,NZ_SOBG01000001.1,79.181,3127,629,7,10593,13717,323266,320160,0,2693
JAQKAW010000003.1,NZ_SOBG01000001.1,82.484,1216,204,3,16480,17691,318622,317412,0,1228
